SOURCE_ID,PovertyEBK,geoDA_esti,P_VALUE,ASSOC_CAT
756,46.20422,0,0.002,Low-Low
757,100,11,0.002,High-High
758,100,13,0.002,High-High
759,73.313576,0,0.084,Low-Low
760,77.952614,2,0.428,Not Significant
761,95.255745,0,0.002,High-Low
762,81.530968,0,0.074,High-Low
763,89.577248,0,0.006,High-Low
764,91.107803,1,0.006,High-Low
765,85.873955,2,0.948,Not Significant
766,82.387718,1,0.192,Not Significant
767,70.621689,0,0.16,Not Significant
768,76.802956,0,0.408,Not Significant
769,75.316978,0,0.278,Not Significant
770,71.241783,0,0.126,Not Significant
771,85.075981,0,0.006,High-Low
772,66.991623,0,0.042,Low-Low
773,66.777718,0,0.05,Low-Low
774,84.126465,0,0.046,High-Low
775,74.979851,1,0.572,Not Significant
776,51.270485,1,0.07,Low-Low
777,78.080498,0,0.748,Not Significant
778,86.915833,0,0.008,High-Low
779,74.503105,0,0.212,Not Significant
780,90.17202,7,0.018,High-High
781,73.340576,0,0.17,Not Significant
782,70.11776,1,0.28,Not Significant
783,100,19,0.002,High-High
784,93.101013,0,0.002,High-Low
785,98.035774,0,0.002,High-Low
786,83.761055,0,0.022,High-Low
787,61.877827,1,0.058,Low-Low
788,61.191975,1,0.108,Not Significant
789,63.098351,1,0.176,Not Significant
790,92.385414,1,0.004,High-Low
791,77.528275,1,0.912,Not Significant
792,69.779076,0,0.072,Low-Low
793,78.850082,0,0.89,Not Significant
794,85.241966,1,0.138,Not Significant
795,81.993591,1,0.272,Not Significant
796,99.911621,10,0.002,High-High
797,74.972557,0,0.444,Not Significant
798,86.328461,0,0.006,High-Low
799,80.942009,1,0.328,Not Significant
800,54.070377,1,0.076,Low-Low
801,90.968361,0,0.002,High-Low
802,67.964493,0,0.046,Low-Low
803,36.836498,9,0.002,Low-High
804,92.415298,2,0.048,High-Low
805,91.186073,1,0.012,High-Low
806,72.649689,0,0.098,Low-Low
807,76.792755,0,0.428,Not Significant
808,62.916622,0,0.032,Low-Low
809,94.766396,1,0.004,High-Low
810,92.731453,0,0.002,High-Low
811,100,11,0.002,High-High
812,97.687172,3,0.108,Not Significant
813,78.319962,4,0.88,Not Significant
814,81.272041,0,0.342,Not Significant
815,74.369614,0,0.348,Not Significant
816,90.122643,2,0.516,Not Significant
817,65.155899,0,0.018,Low-Low
818,85.919174,0,0.006,High-Low
819,61.748459,0,0.022,Low-Low
820,89.7211,0,0.004,High-Low
821,87.736473,2,0.648,Not Significant
822,68.828346,1,0.274,Not Significant
823,73.89756,0,0.146,Not Significant
824,67.132195,0,0.03,Low-Low
825,74.285423,0,0.318,Not Significant
826,51.66106,2,0.658,Not Significant
827,89.424088,1,0.078,High-Low
828,72.071701,2,0.196,Not Significant
829,49.929234,0,0.008,Low-Low
830,62.325729,0,0.014,Low-Low
831,72.346199,1,0.656,Not Significant
832,68.329048,0,0.048,Low-Low
833,38.561199,1,0.02,Low-Low
834,65.75087,0,0.022,Low-Low
835,67.229347,0,0.058,Low-Low
836,92.835297,0,0.002,High-Low
837,79.486336,0,0.802,Not Significant
838,99.724602,11,0.002,High-High
839,79.936546,1,0.474,Not Significant
840,98.738243,0,0.002,High-Low
841,70.092247,0,0.068,Low-Low
842,70.257301,0,0.074,Low-Low
843,65.427773,1,0.14,Not Significant
844,90.132164,0,0.002,High-Low
845,78.028893,0,0.886,Not Significant
846,99.252205,1,0.006,High-Low
847,66.39267,0,0.028,Low-Low
848,60.13448,1,0.074,Low-Low
849,84.867134,1,0.212,Not Significant
850,84.231995,1,0.082,High-Low
851,73.142303,0,0.106,Not Significant
852,71.338081,0,0.154,Not Significant
853,94.906433,0,0.002,High-Low
854,92.979836,0,0.004,High-Low
855,92.261208,1,0.012,High-Low
856,84.86248,0,0.022,High-Low
857,77.713829,1,0.83,Not Significant
858,72.329613,1,0.432,Not Significant
859,77.345917,1,0.888,Not Significant
860,84.482368,0,0.008,High-Low
861,72.640671,1,0.622,Not Significant
862,72.823524,0,0.882,Not Significant
863,81.87307,1,0.328,Not Significant
864,67.32457,1,0.002,Low-High
865,82.676582,1,0.244,Not Significant
866,91.685654,1,0.012,High-Low
867,100,11,0.002,High-High
868,67.912407,2,0.394,Not Significant
869,97.771172,1,0.006,High-Low
870,92.100197,1,0.03,High-Low
871,58.707035,0,0.012,Low-Low
872,99.109558,3,0.024,High-High
873,74.103149,1,0.454,Not Significant
874,79.743431,1,0.338,Not Significant
875,60.249897,1,0.054,Low-Low
876,66.984863,0,0.026,Low-Low
877,89.035271,0,0.002,High-Low
878,80.963043,1,0.444,Not Significant
879,66.989464,0,0.036,Low-Low
880,77.501579,0,0.786,Not Significant
881,90.528854,0,0.002,High-Low
882,80.889748,1,0.918,Not Significant
883,78.03299,0,0.71,Not Significant
884,83.70813,0,0.042,High-Low
885,72.606415,1,0.214,Not Significant
886,73.287849,0,0.134,Not Significant
887,76.224075,0,0.378,Not Significant
888,81.400482,0,0.324,Not Significant
889,95.72596,2,0.484,Not Significant
890,76.365852,0,0.688,Not Significant
891,56.420673,0,0.022,Low-Low
892,97.980721,0,0.002,High-Low
893,89.998863,0,0.002,High-Low
894,68.267494,0,0.056,Low-Low
895,74.350533,0,0.258,Not Significant
896,87.083565,1,0.012,High-Low
897,66.532532,2,0.028,Low-High
898,63.043495,1,0.05,Low-Low
899,86.302628,1,0.068,High-Low
900,59.300491,0,0.01,Low-Low
901,100,19,0.002,High-High
902,99.810608,18,0.002,High-High
903,93.965111,3,0.08,High-High
904,68.207466,0,0.058,Low-Low
905,89.926819,1,0.034,High-Low
906,61.369556,0,0.064,Low-Low
907,69.126328,0,0.066,Low-Low
908,99.124992,14,0.002,High-High
909,45.862171,0,0.006,Low-Low
910,82.458458,2,0.858,Not Significant
911,75.648201,1,0.586,Not Significant
912,64.398262,0,0.022,Low-Low
913,73.889793,1,0.522,Not Significant
914,73.397514,0,0.13,Not Significant
915,76.996132,0,0.62,Not Significant
916,79.511551,0,0.906,Not Significant
917,100,11,0.002,High-High
918,93.624023,0,0.002,High-Low
919,70.546104,2,0.67,Not Significant
920,87.070625,0,0.006,High-Low
921,89.305389,0,0.002,High-Low
922,88.778969,1,0.04,High-Low
923,99.083168,15,0.002,High-High
924,55.66798,0,0.01,Low-Low
925,61.88496,0,0.014,Low-Low
926,62.266056,1,0.088,Low-Low
927,85.07341,1,0.122,Not Significant
928,68.982994,0,0.066,Low-Low
929,82.316788,1,0.224,Not Significant
930,88.565086,1,0.028,High-Low
931,82.211983,1,0.226,Not Significant
932,100,11,0.002,High-High
933,78.444809,1,0.922,Not Significant
934,81.914589,0,0.234,Not Significant
935,94.101585,2,0.446,Not Significant
936,73.537354,0,0.286,Not Significant
937,76.662651,1,0.652,Not Significant
938,81.040565,0,0.078,High-Low
939,74.190155,0,0.23,Not Significant
940,76.00605,13,0.184,Not Significant
941,66.950142,0,0.04,Low-Low
942,85.769943,0,0.006,High-Low
943,56.530354,1,0.068,Low-Low
944,61.010376,1,0.286,Not Significant
945,57.725574,1,0.012,Low-Low
946,61.819866,0,0.022,Low-Low
947,85.867271,0,0.01,High-Low
948,100,18,0.002,High-High
949,57.210598,3,0.018,Low-High
950,62.998756,0,0.024,Low-Low
951,70.887016,0,0.106,Not Significant
952,75.376862,0,0.208,Not Significant
953,77.970306,0,0.734,Not Significant
954,90.764252,2,0.586,Not Significant
955,90.33606,2,0.576,Not Significant
956,77.915962,0,0.638,Not Significant
957,88.576859,0,0.002,High-Low
958,65.346024,0,0.04,Low-Low
959,68.254395,0,0.03,Low-Low
960,78.129143,1,0.538,Not Significant
961,99.758965,12,0.002,High-High
962,97.300369,0,0.004,High-Low
963,64.16188,0,0.02,Low-Low
964,86.495445,2,0.774,Not Significant
965,74.093452,0,0.162,Not Significant
966,55.512352,0,0.01,Low-Low
967,74.442535,0,0.16,Not Significant
968,68.212883,0,0.044,Low-Low
969,79.585579,1,0.622,Not Significant
970,92.184235,1,0.018,High-Low
971,79.208626,0,0.928,Not Significant
972,65.368553,1,0.164,Not Significant
973,100,19,0.002,High-High
974,89.011353,0,0.002,High-Low
975,82.637451,0,0.08,High-Low
976,97.889404,2,0.832,Not Significant
977,70.820862,3,0.006,Low-High
978,80.863998,1,0.5,Not Significant
979,77.277489,0,0.378,Not Significant
980,99.997971,12,0.002,High-High
981,98.79097,19,0.002,High-High
982,83.023308,1,0.214,Not Significant
983,89.512436,2,0.662,Not Significant
984,73.171371,1,0.368,Not Significant
985,89.667152,0,0.002,High-Low
986,91.170265,0,0.002,High-Low
987,80.6213,1,0.5,Not Significant
988,79.23584,0,0.868,Not Significant
989,67.546562,0,0.036,Low-Low
990,93.982941,0,0.002,High-Low
991,77.193222,0,0.318,Not Significant
992,89.681541,0,0.002,High-Low
993,88.721413,2,0.636,Not Significant
994,90.944038,0,0.002,High-Low
995,82.670204,0,0.072,High-Low
996,100,15,0.002,High-High
997,71.520943,2,0.748,Not Significant
998,99.474762,11,0.002,High-High
999,58.750809,0,0.004,Low-Low
1000,81.294998,0,0.094,High-Low
1001,66.35154,0,0.024,Low-Low
1002,62.380913,0,0.022,Low-Low
1003,95.399178,1,0.008,High-Low
1004,83.305992,0,0.09,High-Low
1005,73.250923,0,0.208,Not Significant
1006,80.775284,0,0.21,Not Significant
1007,92.778244,0,0.002,High-Low
1008,64.596092,0,0.05,Low-Low
1009,70.344666,0,0.062,Low-Low
1010,99.847305,18,0.002,High-High
1011,53.130787,0,0.006,Low-Low
1012,68.963081,0,0.028,Low-Low
1013,58.926437,1,0.028,Low-Low
1014,62.989807,0,0.04,Low-Low
1015,85.317322,1,0.074,High-Low
1016,70.859436,1,0.372,Not Significant
1017,87.331451,1,0.032,High-Low
1018,66.332954,0,0.028,Low-Low
1019,75.644424,1,0.584,Not Significant
1020,63.336601,1,0.048,Low-Low
1021,90.789528,1,0.01,High-Low
1022,97.001617,0,0.004,High-Low
1023,76.421631,0,0.384,Not Significant
1024,82.393883,0,0.09,High-Low
1025,75.115891,0,0.238,Not Significant
1026,78.624023,0,0.382,Not Significant
1027,70.943504,0,0.08,Low-Low
1028,87.75988,0,0.004,High-Low
1029,51.751232,1,0.006,Low-Low
1030,91.86956,0,0.004,High-Low
1031,71.379662,0,0.096,Low-Low
1032,72.103706,0,0.098,Low-Low
1033,75.783104,1,0.8,Not Significant
1034,93.22438,0,0.002,High-Low
1035,78.199455,1,0.916,Not Significant
1036,90.909294,0,0.002,High-Low
1037,99.976112,12,0.002,High-High
1038,60.542698,0,0.014,Low-Low
1039,62.245983,0,0.028,Low-Low
1040,88.957542,0,0.002,High-Low
1041,99.956741,19,0.002,High-High
1042,92.083466,0,0.002,High-Low
1043,88.147911,0,0.004,High-Low
1044,100,20,0.002,High-High
1045,86.543182,1,0.098,High-Low
1046,72.323242,0,0.098,Low-Low
1047,100,10,0.002,High-High
1048,78.879448,0,0.514,Not Significant
1049,95.685783,1,0.016,High-Low
1050,76.421837,0,0.394,Not Significant
1051,66.045403,0,0.024,Low-Low
1052,95.677849,2,0.216,Not Significant
1053,73.847488,0,0.622,Not Significant
1054,83.579659,0,0.004,High-Low
1055,54.683083,0,0.004,Low-Low
1056,69.974106,0,0.054,Low-Low
1057,90.193367,2,0.75,Not Significant
1058,86.784355,0,0.006,High-Low
1059,57.765572,0,0.008,Low-Low
1060,76.220062,2,0.154,Not Significant
1061,85.196609,0,0.008,High-Low
1062,91.50235,2,0.056,High-Low
1063,74.134079,0,0.454,Not Significant
1064,77.214386,0,0.456,Not Significant
1065,81.644669,2,0.566,Not Significant
1066,99.964684,11,0.002,High-High
1067,70.185509,0,0.056,Low-Low
1068,71.661346,0,0.138,Not Significant
1069,78.108086,0,0.66,Not Significant
1070,88.288757,2,0.7,Not Significant
1071,72.573235,0,0.11,Not Significant
1072,91.039116,1,0.022,High-Low
1073,75.61467,0,0.45,Not Significant
1074,68.044838,1,0.26,Not Significant
1075,87.904182,0,0.002,High-Low
1076,68.66362,0,0.05,Low-Low
1077,63.549938,0,0.006,Low-Low
1078,91.586586,0,0.002,High-Low
1079,83.525658,0,0.03,High-Low
1080,100,11,0.002,High-High
1081,51.296429,1,0.242,Not Significant
1082,78.576683,0,0.948,Not Significant
1083,99.720978,14,0.002,High-High
1084,97.542084,18,0.002,High-High
1085,100,11,0.002,High-High
1086,70.956848,1,0.654,Not Significant
1087,100,14,0.002,High-High
1088,70.745087,0,0.048,Low-Low
1089,91.011253,2,0.668,Not Significant
1090,95.561989,1,0.006,High-Low
1091,79.398857,0,0.838,Not Significant
1092,87.076675,0,0.018,High-Low
1093,93.089699,1,0.016,High-Low
1094,75.571037,0,0.388,Not Significant
1095,70.700317,0,0.24,Not Significant
1096,97.887138,0,0.002,High-Low
1097,72.1157,0,0.122,Not Significant
1098,84.633118,0,0.014,High-Low
1099,86.101311,0,0.01,High-Low
1100,84.167168,0,0.094,High-Low
1101,75.135254,1,0.566,Not Significant
1102,76.726265,0,0.342,Not Significant
1103,49.709541,1,0.024,Low-Low
1104,74.373032,0,0.184,Not Significant
1105,79.743759,0,0.944,Not Significant
1106,86.883522,0,0.006,High-Low
1107,75.006821,0,0.226,Not Significant
1108,86.723,8,0.008,High-High
1109,100,19,0.002,High-High
1110,97.167595,0,0.002,High-Low
1111,95.739708,0,0.002,High-Low
1112,63.834435,0,0.038,Low-Low
1113,64.240166,0,0.05,Low-Low
1114,99.136208,3,0.024,High-High
1115,71.360779,0,0.136,Not Significant
1116,93.450951,1,0.086,High-Low
1117,72.311104,1,0.35,Not Significant
1118,71.006424,0,0.082,Low-Low
1119,82.728027,0,0.104,Not Significant
1120,83.763924,1,0.206,Not Significant
1121,78.692711,1,0.494,Not Significant
1122,100,11,0.002,High-High
1123,70.693085,0,0.08,Low-Low
1124,85.592255,0,0.008,High-Low
1125,95.449402,0,0.002,High-Low
1126,74.894508,0,0.122,Not Significant
1127,67.28212,0,0.06,Low-Low
1128,89.182808,1,0.004,High-Low
1129,52.692688,1,0.058,Low-Low
1130,83.126129,1,0.216,Not Significant
1131,89.658226,0,0.004,High-Low
1132,89.144211,1,0.102,Not Significant
1133,68.64579,1,0.298,Not Significant
1134,91.441666,2,0.566,Not Significant
1135,81.395233,1,0.248,Not Significant
1136,62.040649,0,0.026,Low-Low
1137,93.362465,0,0.004,High-Low
1138,100,11,0.002,High-High
1139,86.555344,0,0.012,High-Low
1140,95.675911,0,0.004,High-Low
1141,86.618996,1,0.02,High-Low
1142,99.960754,16,0.002,High-High
1143,82.992767,8,0.052,High-High
1144,68.152412,0,0.068,Low-Low
1145,84.374763,1,0.3,Not Significant
1146,74.30809,0,0.218,Not Significant
1147,89.15715,2,0.794,Not Significant
1148,63.479233,0,0.026,Low-Low
1149,84.960541,0,0.01,High-Low
1150,74.101212,0,0.228,Not Significant
1151,61.464111,0,0.018,Low-Low
1152,90.378067,0,0.002,High-Low
1153,72.584679,0,0.138,Not Significant
1154,65.501671,0,0.026,Low-Low
1155,73.835014,1,0.414,Not Significant
1156,89.513481,1,0.06,High-Low
1157,42.656788,0,0.006,Low-Low
1158,49.865807,0,0.006,Low-Low
1159,62.038761,0,0.01,Low-Low
1160,81.69175,0,0.056,High-Low
1161,100,19,0.002,High-High
1162,38.416561,1,0.018,Low-Low
1163,70.890472,1,0.402,Not Significant
1164,65.289474,0,0.026,Low-Low
1165,72.554329,0,0.108,Not Significant
1166,67.417755,1,0.162,Not Significant
1167,76.10508,0,0.374,Not Significant
1168,99.578537,11,0.002,High-High
1169,90.735672,9,0.002,High-High
1170,81.286469,1,0.492,Not Significant
1171,97.58844,3,0.012,High-High
1172,69.71376,0,0.062,Low-Low
1173,81.695847,1,0.344,Not Significant
1174,80.136742,2,0.624,Not Significant
1175,99.14534,1,0.006,High-Low
1176,71.969879,0,0.05,Low-Low
1177,80.766739,0,0.464,Not Significant
1178,83.108322,1,0.104,Not Significant
1179,88.807533,1,0.03,High-Low
1180,84.237259,1,0.15,Not Significant
1181,94.165871,0,0.002,High-Low
1182,88.700905,1,0.028,High-Low
1183,69.163582,0,0.066,Low-Low
1184,83.494064,0,0.062,High-Low
1185,76.978065,1,0.724,Not Significant
1186,61.836548,2,0.04,Low-High
1187,61.124294,0,0.012,Low-Low
1188,87.285881,0,0.002,High-Low
1189,77.050232,1,0.764,Not Significant
1190,69.415405,1,0.294,Not Significant
1191,82.54039,1,0.24,Not Significant
1192,79.733246,8,0.784,Not Significant
1193,99.890205,16,0.002,High-High
1194,87.348076,1,0.014,High-Low
1195,100,11,0.002,High-High
1196,99.224396,3,0.02,High-High
1197,69.829437,0,0.096,Low-Low
1198,92.118896,1,0.006,High-Low
1199,84.617317,1,0.104,Not Significant
1200,98.989105,3,0.018,High-High
1201,62.075581,0,0.09,Low-Low
1202,48.689266,1,0.03,Low-Low
1203,66.750832,0,0.038,Low-Low
1204,99.870255,10,0.002,High-High
1205,91.071121,0,0.002,High-Low
1206,87.215805,0,0.02,High-Low
1207,80.905525,1,0.394,Not Significant
1208,66.257973,0,0.034,Low-Low
1209,75.612694,0,0.352,Not Significant
1210,91.892113,0,0.002,High-Low
1211,78.757759,1,0.972,Not Significant
1212,79.928413,0,0.394,Not Significant
1213,66.495766,0,0.032,Low-Low
1214,71.756943,1,0.418,Not Significant
1215,73.970291,0,0.22,Not Significant
1216,78.035759,0,0.834,Not Significant
1217,90.282845,0,0.002,High-Low
1218,96.118416,1,0.03,High-Low
1219,100,12,0.002,High-High
1220,89.651749,0,0.002,High-Low
1221,77.224022,0,0.508,Not Significant
1222,60.467823,0,0.02,Low-Low
1223,93.636581,0,0.002,High-Low
1224,88.029198,0,0.004,High-Low
1225,70.75029,0,0.05,Low-Low
1226,77.883743,2,0.782,Not Significant
1227,84.397537,0,0.066,High-Low
1228,100,11,0.002,High-High
1229,98.407906,3,0.026,High-High
1230,73.249817,1,0.35,Not Significant
1231,86.946877,0,0.012,High-Low
1232,98.543076,5,0.002,High-High
1233,91.900551,0,0.004,High-Low
1234,80.069092,1,0.856,Not Significant
1235,60.201839,0,0.028,Low-Low
1236,99.394966,18,0.002,High-High
1237,68.126595,0,0.048,Low-Low
1238,49.059654,0,0.01,Low-Low
1239,89.533112,0,0.002,High-Low
1240,90.673981,1,0.552,Not Significant
1241,41.911339,0,0.002,Low-Low
1242,67.193863,0,0.04,Low-Low
1243,82.865211,1,0.744,Not Significant
1244,64.480293,0,0.034,Low-Low
1245,74.276634,0,0.202,Not Significant
1246,73.913239,0,0.164,Not Significant
1247,80.441696,1,0.412,Not Significant
1248,79.898514,1,0.884,Not Significant
1249,80.344505,0,0.59,Not Significant
1250,100,11,0.002,High-High
1251,87.381165,0,0.006,High-Low
1252,85.486015,0,0.014,High-Low
1253,68.789558,1,0.406,Not Significant
1256,84.934212,0,0.016,High-Low
1257,90.435036,1,0.992,Not Significant
1258,83.643509,0,0.032,High-Low
1259,58.323948,0,0.01,Low-Low
1260,93.259804,0,0.002,High-Low
1261,60.739445,1,0.038,Low-Low
1262,89.089996,1,0.068,High-Low
1263,73.331558,0,0.108,Not Significant
1264,85.747429,1,0.106,Not Significant
1265,90.833611,0,0.002,High-Low
1266,85.516876,0,0.008,High-Low
1267,88.971474,2,0.71,Not Significant
1268,87.649254,0,0.012,High-Low
1269,100,11,0.002,High-High
1270,81.775513,0,0.224,Not Significant
1271,94.8125,2,0.456,Not Significant
1272,91.739349,0,0.004,High-Low
1273,77.599342,0,0.302,Not Significant
1274,77.40995,1,0.906,Not Significant
1275,73.913147,1,0.358,Not Significant
1276,84.293053,0,0.03,High-Low
1277,99.894295,19,0.002,High-High
1278,88.502541,1,0.056,High-Low
1279,99.136299,3,0.02,High-High
1280,67.437126,0,0.044,Low-Low
1281,58.9739,0,0.008,Low-Low
1282,56.289532,0,0.034,Low-Low
1283,73.707146,1,0.606,Not Significant
1284,59.738194,0,0.004,Low-Low
1285,62.866627,0,0.016,Low-Low
1286,87.083603,0,0.004,High-Low
1287,100,18,0.002,High-High
1288,92.586288,1,0.044,High-Low
1289,58.726418,3,0.004,Low-High
1290,66.168289,0,0.036,Low-Low
1291,71.961594,0,0.098,Low-Low
1292,90.641579,2,0.634,Not Significant
1293,90.859848,0,0.006,High-Low
1294,77.158249,0,0.422,Not Significant
1295,68.477417,0,0.054,Low-Low
1296,65.93586,0,0.034,Low-Low
1297,99.448143,12,0.002,High-High
1298,64.896965,0,0.042,Low-Low
1299,95.164055,0,0.002,High-Low
1300,63.803215,0,0.016,Low-Low
1301,73.410797,2,0.812,Not Significant
1302,86.395294,2,0.92,Not Significant
1303,91.410538,2,0.704,Not Significant
1304,73.464958,0,0.152,Not Significant
1305,88.093094,1,0.06,High-Low
1306,51.100914,0,0.008,Low-Low
1307,77.523079,0,0.77,Not Significant
1308,52.911476,2,0.832,Not Significant
1309,93.149071,2,0.592,Not Significant
1310,89.939728,1,0.126,Not Significant
1311,62.804344,2,0.214,Not Significant
1312,90.486092,0,0.006,High-Low
1313,83.671921,0,0.036,High-Low
1314,99.068848,2,0.204,Not Significant
1315,86.733856,1,0.092,High-Low
